case_number,prompt,evaluation_seed,level,label_str
345,"A iconic American plastic bottle featuring crisply detailed label, dynamic splash effects, and perfectly shaped liquid waves, captured in in a studio setup with ice under during golden hour, rendered in photorealistic render.",42,4,apple laptop
346,"A dynamic technical footwear design featuring triple-stripe pattern and geometric precision sports shoe hero shot on minimalist background highlighting triple-stripe textures wrapping around the shoe, neon color accents highlighting dynamic structure, and textile mesh detail with micro shadows, photographed on a minimal gradient background with spotlight under under high-contrast spotlight from above, rendered in cinematic advertising photography aesthetic.",42,4,apple laptop
347,"A intense premium energy drink can featuring adrenaline motion capture framing, metallic shine with red accent highlights, and realistic carbonation bubbles, captured in a futuristic studio setup surrounded by energy light streaks under with high-contrast studio lighting, rendered in photorealistic render.",42,4,apple laptop
348,"A intense premium energy drink can featuring high-performance aesthetic detailing, metallic shine with red accent highlights, and dynamic splash or impact effect, captured in a mountain sports environment with snow and ice particles under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
349,"A intense premium energy drink can featuring macro droplets with depth-of-field blur, aluminum surface reflections, and condensation droplets, captured in a cinematic close-up with splashing water and vapor under with cinematic reflections and light flares, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
350,"A intense premium energy drink can featuring condensation droplets, metallic shine with red accent highlights, and dynamic splash or impact effect, captured in a high-speed wind tunnel scene under under dynamic backlight with cold reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
351,"A sleek premium energy drink can featuring high-performance aesthetic detailing, adrenaline motion capture framing, and macro droplets with depth-of-field blur, captured beside a racing helmet and tire marks under during golden hour with cool color balance, rendered in cinematic still frame with dynamic energy motion.",42,4,apple laptop
352,"A dynamic premium energy drink can featuring cool-toned back reflections, condensation droplets, and macro droplets with depth-of-field blur, captured in a futuristic studio setup surrounded by energy light streaks under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
353,"A dynamic premium energy drink can featuring condensation droplets, energy wave distortion effect, and realistic carbonation bubbles, captured at an extreme sports event with high contrast lighting under during golden hour with cool color balance, rendered in photorealistic render.",42,4,apple laptop
354,"A energetic premium energy drink can featuring cool-toned back reflections, high-performance aesthetic detailing, and adrenaline motion capture framing, captured beside a racing helmet and tire marks under with focused beam lighting emphasizing the metallic surface, rendered in photorealistic render.",42,4,apple laptop
355,"A intense premium energy drink can featuring cool-toned back reflections, high-performance aesthetic detailing, and dynamic splash or impact effect, captured on a reflective black surface with cold mist atmosphere under with focused beam lighting emphasizing the metallic surface, rendered in photorealistic render.",42,4,apple laptop
356,"A energetic premium energy drink can featuring motion blur energy trails, macro droplets with depth-of-field blur, and dynamic splash or impact effect, captured beside a racing helmet and tire marks under with cinematic reflections and light flares, rendered in photorealistic render.",42,4,apple laptop
357,"A energetic premium energy drink can featuring adrenaline motion capture framing, cool-toned back reflections, and condensation droplets, captured in a cinematic close-up with splashing water and vapor under with cinematic reflections and light flares, rendered in cinematic still frame with dynamic energy motion.",42,4,apple laptop
358,"A intense premium energy drink can featuring adrenaline motion capture framing, metallic shine with red accent highlights, and energy wave distortion effect, captured beside a racing helmet and tire marks under under dynamic backlight with cold reflections, rendered in cinematic still frame with dynamic energy motion.",42,4,apple laptop
359,"A sleek premium energy drink can featuring metallic shine with red accent highlights, motion blur energy trails, and adrenaline motion capture framing, captured on a reflective black surface with cold mist atmosphere under under dynamic backlight with cold reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
360,"A dynamic premium energy drink can featuring condensation droplets, macro droplets with depth-of-field blur, and frosted cold surface texture, captured in a high-speed wind tunnel scene under with cinematic reflections and light flares, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
361,"A intense premium energy drink can featuring dynamic splash or impact effect, macro droplets with depth-of-field blur, and energy wave distortion effect, captured in a high-speed wind tunnel scene under during golden hour with cool color balance, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
362,"A dynamic premium energy drink can featuring condensation droplets, dynamic splash or impact effect, and adrenaline motion capture framing, captured at an extreme sports event with high contrast lighting under with high-contrast studio lighting, rendered in photorealistic render.",42,4,apple laptop
363,"A sleek premium energy drink can featuring adrenaline motion capture framing, dynamic splash or impact effect, and aluminum surface reflections, captured on a racing track pit table with motion blur background under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
