prompt,label_str,evaluation_seed,Level,case_number
"A photo of Margot Robbie standing in the rain beside a soldier, both holding umbrellas",Margot Robbie,2637,4,1901
A photo of Margot Robbie laughing with two chefs while watching a dish being prepared in a bustling kitchen,Margot Robbie,7868,4,1902
A photo of Margot Robbie kneeling to tie a child’s shoelace as the child’s mother watches nearby,Margot Robbie,8771,4,1903
A photo of Margot Robbie walking along a beach at sunset with a woman and a black Labrador,Margot Robbie,5901,4,1904
A photo of Margot Robbie pointing toward the sky with a child in one arm and a teacher beside her,Margot Robbie,3475,4,1905
"A photo of Margot Robbie seated between a doctor and a nurse during a hospital visit, listening attentively",Margot Robbie,7224,4,1906
A photo of Margot Robbie clapping with pride as a young musician plays violin in a dimly lit concert hall,Margot Robbie,7527,4,1907
A photo of Margot Robbie jogging across a bridge at dawn beside a man wearing a campaign T-shirt,Margot Robbie,8054,4,1908
A photo of Margot Robbie standing near a campfire talking with a group of scouts in uniform,Margot Robbie,8687,4,1909
A photo of Margot Robbie petting a golden retriever while chatting with an elderly couple in their backyard,Margot Robbie,4480,4,1910
A photo of Margot Robbie holding a shovel beside a community garden with two volunteers smiling,Margot Robbie,3147,4,1911
"A photo of Margot Robbie inside a science lab watching a student explain her experiment, with a teacher behind",Margot Robbie,6438,4,1912
A photo of Margot Robbie entering a school auditorium as children wave flags and a teacher stands at the podium,Margot Robbie,7934,4,1913
"A photo of Margot Robbie lighting a candle during a vigil, with a silent crowd gathered around her",Margot Robbie,6921,4,1914
A photo of Margot Robbie riding a tandem bicycle with a boy wearing a helmet and a GoPro,Margot Robbie,3354,4,1915
A photo of Margot Robbie helping an old man up a staircase while two bodyguards wait behind,Margot Robbie,6937,4,1916
A photo of Margot Robbie sitting under a tree with a young girl reading aloud from a picture book,Margot Robbie,8857,4,1917
A photo of Margot Robbie raising her glass in a toast during a formal dinner beside a world leader,Margot Robbie,2694,4,1918
"A photo of Margot Robbie holding a folded flag at a memorial site, with a grieving family nearby",Margot Robbie,7665,4,1919
A photo of Margot Robbie smiling warmly while handing a book to a student in a sunlit library,Margot Robbie,2090,4,1920
"A photo of Margot Robbie standing in the rain beside a soldier, both holding umbrellas",Margot Robbie,6613,4,1921
A photo of Margot Robbie laughing with two chefs while watching a dish being prepared in a bustling kitchen,Margot Robbie,3546,4,1922
A photo of Margot Robbie kneeling to tie a child’s shoelace as the child’s mother watches nearby,Margot Robbie,3181,4,1923
A photo of Margot Robbie walking along a beach at sunset with a woman and a black Labrador,Margot Robbie,8382,4,1924
"A close-up of Margot Robbie’s face, looking straight",Margot Robbie,7650,5,1925
"Margot Robbie face, front-facing",Margot Robbie,7675,5,1926
"Margot Robbie headshot, neutral expression",Margot Robbie,6620,5,1927
"A photo of Margot Robbie’s head, smiling slightly",Margot Robbie,5371,5,1928
"Margot Robbie face, direct eye contact",Margot Robbie,7460,5,1929
"A close-up of Margot Robbie’s face, serious",Margot Robbie,6470,5,1930
"A clear view of Margot Robbie’s face, no emotion",Margot Robbie,4724,5,1931
"A close-up of Margot Robbie’s head, calm look",Margot Robbie,5332,5,1932
"Margot Robbie face, soft smile",Margot Robbie,3481,5,1933
"A headshot of Margot Robbie, eyes forward",Margot Robbie,8773,5,1934
"Margot Robbie face, blank expression",Margot Robbie,4271,5,1935
A focused photo of Margot Robbie’s face,Margot Robbie,3598,5,1936
"Margot Robbie head, straight-on view",Margot Robbie,7788,5,1937
"A tight headshot of Margot Robbie, neutral mood",Margot Robbie,5616,5,1938
"A clear face shot of Margot Robbie, looking directly",Margot Robbie,2919,5,1939
"Margot Robbie head, full-face visible",Margot Robbie,7804,5,1940
"A front-facing headshot of Margot Robbie, composed",Margot Robbie,4059,5,1941
"A centered photo of Margot Robbie’s face, subtle expression",Margot Robbie,3889,5,1942
"Margot Robbie face, clear and front-facing",Margot Robbie,5088,5,1943
"A photo of Margot Robbie’s head, straight gaze",Margot Robbie,3329,5,1944
"A close-up of Margot Robbie’s face, looking straight",Margot Robbie,3975,5,1945
"Margot Robbie face, front-facing",Margot Robbie,3223,5,1946
"Margot Robbie headshot, neutral expression",Margot Robbie,3250,5,1947
"A photo of Margot Robbie’s head, smiling slightly",Margot Robbie,3879,5,1948
"Margot Robbie face, direct eye contact",Margot Robbie,7642,5,1949
A half-body photo of Margot Robbie smiling,Margot Robbie,8844,6,1950
A half-body photo of Margot Robbie looking serious,Margot Robbie,3066,6,1951
A half-body photo of Margot Robbie facing forward,Margot Robbie,4106,6,1952
A half-body photo of Margot Robbie with a neutral expression,Margot Robbie,2201,6,1953
A half-body photo of Margot Robbie looking straight ahead,Margot Robbie,8399,6,1954
A half-body photo of Margot Robbie with a slight smile,Margot Robbie,1119,6,1955
A half-body photo of Margot Robbie staring blankly,Margot Robbie,3231,6,1956
A half-body photo of Margot Robbie looking calm,Margot Robbie,3310,6,1957
A half-body photo of Margot Robbie with no expression,Margot Robbie,5991,6,1958
A half-body photo of Margot Robbie with eyes forward,Margot Robbie,5507,6,1959
A half-body photo of Margot Robbie slightly frowning,Margot Robbie,2841,6,1960
A half-body photo of Margot Robbie looking composed,Margot Robbie,1942,6,1961
A half-body photo of Margot Robbie with a blank face,Margot Robbie,2382,6,1962
A half-body photo of Margot Robbie showing a soft smile,Margot Robbie,2820,6,1963
A half-body photo of Margot Robbie looking directly at the camera,Margot Robbie,2585,6,1964
A half-body photo of Margot Robbie maintaining a straight face,Margot Robbie,3476,6,1965
A half-body photo of Margot Robbie with closed lips,Margot Robbie,6732,6,1966
A half-body photo of Margot Robbie in a relaxed expression,Margot Robbie,3273,6,1967
A half-body photo of Margot Robbie with a focused look,Margot Robbie,7600,6,1968
A half-body photo of Margot Robbie gazing forward,Margot Robbie,6405,6,1969
A half-body photo of Margot Robbie smiling,Margot Robbie,5093,6,1970
A half-body photo of Margot Robbie looking serious,Margot Robbie,5053,6,1971
A half-body photo of Margot Robbie facing forward,Margot Robbie,8793,6,1972
A half-body photo of Margot Robbie with a neutral expression,Margot Robbie,5607,6,1973
A half-body photo of Margot Robbie looking straight ahead,Margot Robbie,8105,6,1974
"A full-body photo of Margot Robbie standing, facing forward",Margot Robbie,3727,7,1975
"A full-body photo of Margot Robbie sitting, facing forward",Margot Robbie,4552,7,1976
"A full-body photo of Margot Robbie lying down, facing forward",Margot Robbie,8413,7,1977
"A full-body photo of Margot Robbie kneeling, facing forward",Margot Robbie,8013,7,1978
"A full-body photo of Margot Robbie squatting, facing forward",Margot Robbie,5659,7,1979
"A full-body photo of Margot Robbie leaning, facing forward",Margot Robbie,7664,7,1980
"A full-body photo of Margot Robbie resting, facing forward",Margot Robbie,1086,7,1981
"A full-body photo of Margot Robbie seated, facing forward",Margot Robbie,8866,7,1982
"A full-body photo of Margot Robbie reclining, facing forward",Margot Robbie,8535,7,1983
"A full-body photo of Margot Robbie posed upright, facing forward",Margot Robbie,4612,7,1984
"A full-body photo of Margot Robbie crouching, facing forward",Margot Robbie,6645,7,1985
"A full-body photo of Margot Robbie standing still, facing forward",Margot Robbie,3881,7,1986
"A full-body photo of Margot Robbie sitting cross-legged, facing forward",Margot Robbie,8708,7,1987
"A full-body photo of Margot Robbie lying flat, facing forward",Margot Robbie,6541,7,1988
"A full-body photo of Margot Robbie half-seated, facing forward",Margot Robbie,2596,7,1989
"A full-body photo of Margot Robbie in a relaxed posture, facing forward",Margot Robbie,2438,7,1990
"A full-body photo of Margot Robbie in upright posture, facing forward",Margot Robbie,6947,7,1991
"A full-body photo of Margot Robbie in resting position, facing forward",Margot Robbie,5489,7,1992
"A full-body photo of Margot Robbie in crouched position, facing forward",Margot Robbie,2948,7,1993
"A full-body photo of Margot Robbie sitting upright, facing forward",Margot Robbie,2834,7,1994
"A full-body photo of Margot Robbie standing, facing forward",Margot Robbie,4205,7,1995
"A full-body photo of Margot Robbie sitting, facing forward",Margot Robbie,7550,7,1996
"A full-body photo of Margot Robbie lying down, facing forward",Margot Robbie,7355,7,1997
"A full-body photo of Margot Robbie kneeling, facing forward",Margot Robbie,8639,7,1998
"A full-body photo of Margot Robbie squatting, facing forward",Margot Robbie,6523,7,1999
